,City,Lat,Lng,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Date
0,Huntsville,34.73,-86.59,79.0,50,1,5.82,US,1602705313
1,Murray Bridge,-35.12,139.27,75.0,37,100,5.99,AU,1602705321
2,Biskamzha,53.45,89.53,32.04,97,100,4.56,RU,1602705336
3,Rikitea,-23.12,-134.97,73.63,80,27,19.46,PF,1602705297
4,Lompoc,34.64,-120.46,96.8,18,1,14.99,US,1602705337
5,Ushuaia,-54.8,-68.3,48.2,57,40,12.75,AR,1602705337
6,Butaritari,3.07,172.79,81.9,76,100,11.54,KI,1602705337
7,Pangody,65.85,74.49,31.57,93,0,14.79,RU,1602705337
8,Hamilton,39.18,-84.53,75.99,36,1,10.29,US,1602704703
9,Mataura,-46.19,168.86,39.0,93,0,1.99,NZ,1602705295
10,Omboué,-1.57,9.26,75.78,80,98,8.97,GA,1602705338
11,Leningradskiy,69.38,178.42,30.61,93,100,9.62,RU,1602705339
12,Kavaratti,10.57,72.64,81.95,77,98,21.07,IN,1602705339
13,Tuktoyaktuk,69.45,-133.04,26.6,79,75,24.16,CA,1602705339
14,Kapaa,22.08,-159.32,81.0,74,1,3.38,US,1602705340
15,Lebu,-37.62,-73.65,55.2,66,0,16.11,CL,1602705333
16,Rio Grande,-32.03,-52.1,62.96,81,22,8.93,BR,1602705340
17,Vaini,-21.2,-175.2,73.4,73,90,9.17,TO,1602705341
18,Salé,34.04,-6.82,66.99,63,75,5.82,MA,1602705207
19,Resistencia,-27.46,-58.98,68.0,82,75,16.11,AR,1602705341
20,Tura,25.52,90.22,73.35,94,68,2.42,IN,1602705342
21,Tiksi,71.69,128.87,10.67,92,0,2.46,RU,1602705302
22,East London,-33.02,27.91,62.64,71,15,16.67,ZA,1602705342
23,Khandyga,62.67,135.6,20.7,95,90,2.89,RU,1602705343
24,Saskylakh,71.92,114.08,15.6,95,100,15.95,RU,1602705267
25,George Town,5.41,100.34,82.4,78,20,2.24,MY,1602705343
26,Provideniya,64.38,-173.3,32.0,92,90,8.95,RU,1602705344
27,Port Blair,11.67,92.75,80.53,81,99,13.49,IN,1602705344
28,Alamosa,37.47,-105.87,73.4,9,1,6.93,US,1602705344
29,Henties Bay,-22.12,14.28,59.0,89,0,3.0,NA,1602705344
30,Bandarbeyla,9.49,50.81,79.45,85,98,13.65,SO,1602705344
31,Saint-Augustin,51.23,-58.65,46.06,77,100,9.93,CA,1602705345
32,Punta Arenas,-53.15,-70.92,51.8,50,75,25.28,CL,1602705269
33,Monrovia,6.3,-10.8,78.8,88,20,7.54,LR,1602705345
34,San Patricio,28.02,-97.52,91.0,52,40,8.05,US,1602705280
35,Gijang,35.24,129.21,53.6,71,0,4.7,KR,1602705346
36,Hilo,19.73,-155.09,82.4,54,1,6.78,US,1602705262
37,Dingle,11.0,122.67,74.82,90,100,5.5,PH,1602705346
38,Caravelas,-17.71,-39.25,77.0,76,8,11.34,BR,1602705327
39,Bethel,41.37,-73.41,68.0,42,1,11.41,US,1602705287
40,The Pas,53.83,-101.25,33.8,50,75,19.46,CA,1602705347
41,Jamestown,42.1,-79.24,63.0,36,1,6.93,US,1602705347
42,Rocha,-34.48,-54.33,64.8,71,0,6.4,UY,1602705347
43,Bredasdorp,-34.53,20.04,57.2,87,0,1.12,ZA,1602705348
44,Hermanus,-34.42,19.23,61.0,76,0,5.01,ZA,1602705270
45,Marawi,8.0,124.29,73.0,95,100,3.0,PH,1602705348
46,Port Elizabeth,-33.92,25.57,60.8,87,0,12.75,ZA,1602705349
47,Qaanaaq,77.48,-69.36,30.56,85,45,6.87,GL,1602705308
48,Tazovsky,67.47,78.7,31.39,93,70,20.83,RU,1602705351
49,Muleba,-1.84,31.65,66.2,93,75,3.36,TZ,1602705351
50,Dikson,73.51,80.55,29.1,93,100,23.04,RU,1602705272
51,Yellowknife,62.46,-114.35,26.01,68,90,23.04,CA,1602705268
52,Byron Bay,-28.65,153.62,55.0,87,8,9.46,AU,1602705352
53,Hof,50.32,11.92,42.01,98,100,11.01,DE,1602705352
54,Tautira,-17.73,-149.15,78.8,74,75,10.29,PF,1602705353
55,Bonavista,48.65,-53.11,52.0,79,42,7.0,CA,1602705353
56,Ribeira Grande,38.52,-28.7,69.8,83,20,5.82,PT,1602705353
57,Bluff,-46.6,168.33,39.0,93,0,1.99,NZ,1602705354
58,Stilfontein,-26.84,26.77,71.85,29,0,7.61,ZA,1602705354
59,Cape Town,-33.93,18.42,60.01,87,0,5.82,ZA,1602705354
60,Baiquan,47.58,126.08,29.44,86,2,6.49,CN,1602705354
61,Havøysund,71.0,24.66,39.2,80,75,17.22,NO,1602705355
62,Upernavik,72.79,-56.15,33.42,86,15,5.75,GL,1602705298
63,Bentiu,9.23,29.83,75.13,79,5,2.28,SS,1602705355
64,Airai,-8.93,125.41,61.0,65,88,2.24,TL,1602705301
65,Nālūt,30.33,10.85,61.56,30,0,4.65,LY,1602705356
66,Onega,63.91,38.14,38.23,85,100,7.78,RU,1602705357
67,Albert Lea,43.65,-93.37,62.6,51,1,12.75,US,1602705207
68,Esperance,-33.87,121.9,57.2,100,90,10.29,AU,1602705318
69,Kalamare,-22.93,26.57,68.99,56,0,17.74,BW,1602705359
70,Bayburt,40.26,40.23,51.87,50,0,1.39,TR,1602705359
71,Erenhot,43.65,111.98,39.15,65,0,7.9,CN,1602705360
72,Yoichi,43.2,140.77,44.01,82,93,14.45,JP,1602705360
73,Turukhansk,65.82,87.98,23.43,97,67,6.17,RU,1602705361
74,Hobart,-42.88,147.33,57.2,71,75,13.87,AU,1602705092
75,Tūkrah,32.53,20.58,69.21,65,0,4.16,LY,1602705361
76,Lerwick,60.15,-1.15,44.6,75,100,10.29,GB,1602705361
77,Uthal,25.81,66.62,84.58,14,0,2.04,PK,1602705362
78,Puerto Ayora,-0.74,-90.35,77.0,73,75,8.05,EC,1602705298
79,Kaitangata,-46.28,169.85,43.0,81,1,5.01,NZ,1602705362
80,Bengkulu,-3.8,102.27,76.19,87,100,3.62,ID,1602705362
81,Ancud,-41.87,-73.82,59.0,44,0,8.05,CL,1602705340
82,Kiryat Gat,31.61,34.76,77.0,73,20,3.36,IL,1602705362
83,Saint George,37.1,-113.58,73.4,13,1,3.36,US,1602705151
84,Garissa,-0.45,39.64,78.69,66,46,18.07,KE,1602705364
85,Nokaneng,-19.67,22.27,77.94,23,0,9.91,BW,1602705364
86,Severo-Kuril'sk,50.68,156.12,42.51,71,22,8.66,RU,1602705365
87,Verkhoyansk,67.54,133.38,18.73,95,100,3.89,RU,1602705365
88,Tamandaré,-8.76,-35.1,78.01,76,76,10.58,BR,1602705315
89,Albany,42.6,-73.97,66.99,36,1,7.96,US,1602705365
90,Casa Grande,32.88,-111.76,95.0,11,1,7.99,US,1602705277
91,Clyde River,70.47,-68.59,24.8,92,75,11.74,CA,1602705366
92,Altay,47.87,88.12,32.81,69,11,4.05,CN,1602705367
93,Avarua,-21.21,-159.78,73.4,60,100,5.82,CK,1602705367
94,Puerto Madero,14.72,-92.42,86.0,84,75,4.7,MX,1602705367
95,Sitka,57.05,-135.33,46.4,87,75,2.93,US,1602705293
96,Faanui,-16.48,-151.75,78.44,81,8,11.59,PF,1602705368
97,Terney,45.05,136.61,33.96,82,0,5.95,RU,1602705368
98,Anadyr,64.75,177.48,37.4,86,20,8.95,RU,1602705368
99,Cherskiy,68.75,161.3,30.69,93,64,8.75,RU,1602705368
100,Iberia,29.95,-91.75,82.4,51,1,9.17,US,1602705369
101,Hong Kong,22.29,114.16,78.01,79,89,1.99,HK,1602705106
102,Manokwari,-0.87,134.08,79.97,77,100,6.49,ID,1602705369
103,Salme,28.04,85.09,68.0,94,40,2.24,NP,1602705371
104,Gwadar,25.12,62.33,78.21,27,0,9.19,PK,1602705371
105,Okha,53.57,142.95,34.05,87,100,6.76,RU,1602705372
106,Morro Bay,35.37,-120.85,90.0,30,0,7.47,US,1602705372
107,Mvuma,-19.28,30.53,63.57,77,26,11.77,ZW,1602705373
108,Kidal,18.44,1.41,93.69,12,0,7.43,ML,1602705373
109,Nikolskoye,59.7,30.79,45.0,75,90,15.66,RU,1602705373
110,Norman Wells,65.28,-126.83,21.2,79,90,11.41,CA,1602705374
111,Ciomas,-7.15,108.29,67.57,98,98,3.67,ID,1602705374
112,Busselton,-33.65,115.33,52.0,96,0,10.47,AU,1602705374
113,Kruisfontein,-34.0,24.73,62.01,74,0,11.99,ZA,1602705375
114,Aksu,41.12,80.26,51.96,41,47,4.9,CN,1602705375
115,Nome,64.5,-165.41,26.6,68,75,4.7,US,1602705295
116,Tuatapere,-46.13,167.68,39.0,93,0,1.99,NZ,1602705375
117,Pouébo,-20.4,164.57,74.52,81,89,7.83,NC,1602705376
118,Būlaevo,54.91,70.44,48.36,54,100,14.34,KZ,1602705376
119,Shimoni,-4.65,39.38,79.14,80,0,9.86,KE,1602705376
120,Mar del Plata,-38.0,-57.56,57.2,47,0,21.92,AR,1602705290
121,Jalu,29.03,21.55,75.92,35,0,8.72,LY,1602705378
122,Itarema,-2.92,-39.92,81.63,70,77,18.59,BR,1602705294
123,San Zenón,9.24,-74.5,86.74,69,87,4.43,CO,1602705378
124,New Norfolk,-42.78,147.06,51.01,77,100,3.2,AU,1602705379
125,Elwood,-37.88,144.98,66.99,63,91,21.92,AU,1602705379
126,Kandara,25.72,73.28,80.24,26,2,7.29,IN,1602705379
127,Melilla,35.29,-2.94,68.0,68,0,17.22,ES,1602705379
128,Meulaboh,4.14,96.13,78.1,78,100,3.83,ID,1602705380
129,Río Gallegos,-51.62,-69.22,60.8,23,75,12.75,AR,1602705082
130,Castro,-24.79,-50.01,76.62,55,100,2.57,BR,1602705294
131,Sinnamary,5.38,-52.95,84.45,65,0,11.21,GF,1602705380
132,Barrow,71.29,-156.79,24.8,68,90,14.99,US,1602705381
133,Mogadishu,2.04,45.34,79.5,82,52,15.79,SO,1602705381
134,Snyder,32.72,-100.92,95.0,17,1,16.11,US,1602705381
135,Dauphin,51.15,-100.05,39.2,44,1,6.93,CA,1602705381
136,Saint-Pierre,-21.34,55.48,75.2,83,90,1.12,RE,1602705272
137,Lata,40.16,-8.33,57.0,82,0,5.01,PT,1602705382
138,Mossamedes,-15.2,12.15,65.79,79,77,5.32,AO,1602705382
139,Ilulissat,69.22,-51.1,27.63,93,90,1.07,GL,1602705270
140,Sakaiminato,35.55,133.23,57.2,93,75,2.24,JP,1602705383
141,Shache,38.42,77.24,42.67,60,79,1.48,CN,1602705383
142,Lingao,19.91,109.69,78.01,89,100,20.11,CN,1602705383
143,Sisimiut,66.94,-53.67,34.36,93,100,2.37,GL,1602705384
144,Roald,62.58,6.13,46.4,70,40,16.11,NO,1602705384
145,Tacuarembó,-31.73,-55.98,72.93,69,53,7.31,UY,1602705384
146,Jackson,42.42,-122.83,66.99,48,1,2.55,US,1602705331
147,Port Alfred,-33.59,26.89,61.41,78,0,18.66,ZA,1602705297
148,Zhezkazgan,47.8,67.71,49.23,54,0,3.67,KZ,1602705385
149,Abalak,58.13,68.59,49.95,74,100,13.98,RU,1602705385
150,Cockburn Town,21.46,-71.14,83.75,75,12,10.98,TC,1602705386
151,Opaka,43.45,26.17,60.01,100,0,2.24,BG,1602705386
152,Saint-Philippe,-21.36,55.77,75.2,83,90,1.12,RE,1602705300
153,Muswellbrook,-32.27,150.9,52.61,93,10,1.5,AU,1602705386
154,Carnarvon,-24.87,113.63,66.2,82,0,18.34,AU,1602705387
155,Tsuruoka,38.72,139.82,54.99,70,100,5.5,JP,1602705387
156,Paamiut,61.99,-49.67,37.76,87,92,9.42,GL,1602705387
157,Taseyevo,57.22,94.9,38.79,90,100,9.48,RU,1602705388
158,Malbork,54.04,19.03,48.0,100,100,4.5,PL,1602705388
159,Prainha,-1.8,-53.48,94.87,37,100,7.72,BR,1602705268
160,Antofagasta,-23.65,-70.4,66.0,63,20,16.11,CL,1602705388
161,Adrar,20.5,-10.07,94.26,20,50,6.67,MR,1602705316
162,Killybegs,54.63,-8.45,51.8,87,1,9.17,IE,1602705389
163,Cidreira,-30.18,-50.21,64.17,73,30,9.75,BR,1602705389
164,Kununurra,-15.77,128.73,71.6,88,84,3.36,AU,1602705389
165,Chokurdakh,70.63,147.92,19.83,98,92,2.28,RU,1602705270
166,Vila Franca do Campo,37.72,-25.43,69.8,83,20,10.29,PT,1602705360
167,Tual,-5.67,132.75,81.34,82,100,13.4,ID,1602705390
168,Shingū,33.73,135.98,60.84,81,9,5.37,JP,1602705390
169,Senneterre,48.38,-77.23,51.8,59,75,8.05,CA,1602705391
170,Camacha,33.08,-16.33,68.0,82,40,10.29,PT,1602705391
171,Prabumulih,-3.45,104.25,75.45,89,100,3.02,ID,1602705392
172,Tasiilaq,65.61,-37.64,29.26,95,97,2.62,GL,1602705393
173,Walvis Bay,-22.96,14.51,59.0,87,0,8.05,NA,1602705393
174,Dalvik,65.97,-18.53,48.2,57,100,18.34,IS,1602705393
175,Gweta,-20.18,25.23,81.27,32,11,21.88,BW,1602705394
176,Russell,32.35,-85.2,82.4,51,40,12.75,US,1602705394
177,Arraial do Cabo,-22.97,-42.03,78.8,74,47,8.05,BR,1602705122
178,Atocha,-20.93,-66.23,61.41,25,99,9.19,BO,1602705394
179,Subirana,15.2,-87.45,86.0,66,75,3.36,HN,1602705395
180,College,64.86,-147.8,24.01,62,75,8.05,US,1602705273
181,Coquimbo,-29.95,-71.34,62.6,63,8,11.41,CL,1602705395
182,Ponta do Sol,32.67,-17.1,71.6,73,75,10.29,PT,1602705396
183,Yarkovo,57.4,67.08,50.99,59,100,12.57,RU,1602705396
184,Opuwo,-18.06,13.84,75.65,25,5,4.56,NA,1602705331
185,Lorengau,-2.02,147.27,81.28,77,90,5.48,PG,1602705396
186,Moindou,-21.69,165.68,71.6,88,75,6.93,NC,1602705397
187,Volodarskiy,46.4,48.54,50.0,71,22,8.95,RU,1602705397
188,Banda Aceh,5.56,95.32,81.52,69,100,8.97,ID,1602705298
189,Hofn,64.25,-15.21,46.4,87,90,3.36,IS,1602705398
190,Atuona,-9.8,-139.03,77.94,73,25,21.99,PF,1602705340
191,Beyneu,45.32,55.2,52.77,44,0,9.95,KZ,1602705398
192,Alofi,-19.06,-169.92,75.2,60,100,9.17,NU,1602705398
193,Sungai Penuh,-2.08,101.38,64.11,85,100,1.28,ID,1602705399
194,Miles City,46.41,-105.84,42.8,81,90,14.99,US,1602705328
195,Wasilla,61.58,-149.44,41.0,69,90,3.36,US,1602705204
196,Dali,25.7,100.18,56.91,83,2,2.53,CN,1602705400
197,Plaster Rock,46.91,-67.39,53.6,71,90,16.11,CA,1602705400
198,Port Lincoln,-34.73,135.87,74.41,28,100,21.05,AU,1602705307
199,Kaeo,-35.1,173.78,54.0,90,7,7.0,NZ,1602705401
200,Codrington,-38.27,141.97,60.51,72,100,5.97,AU,1602705332
201,Vanderhoof,54.02,-124.02,47.08,53,1,13.13,CA,1602705401
202,Dongsheng,39.82,109.98,39.2,65,0,5.1,CN,1602705402
203,Harper,4.38,-7.72,76.73,89,27,7.09,LR,1602705402
204,Dakar,14.69,-17.44,84.2,79,8,7.7,SN,1602705287
205,Chicama,-7.84,-79.15,64.4,77,9,13.87,PE,1602705403
206,Tilichiki,60.47,166.1,39.65,98,100,13.89,RU,1602705403
207,Korla,41.76,86.15,49.66,45,0,6.44,CN,1602705403
208,Kamaishi,39.27,141.88,55.65,72,100,2.71,JP,1602705404
209,Man,7.41,-7.55,73.81,82,9,0.72,CI,1602705404
210,Husavik,66.04,-17.34,48.2,57,100,18.34,IS,1602705405
211,Mbandaka,0.05,18.26,74.3,84,68,4.0,CD,1602705405
212,Nkowakowa,-23.89,30.29,64.4,59,60,17.22,ZA,1602705405
213,The Valley,18.22,-63.06,87.8,70,40,11.41,AI,1602705366
214,Thaba Nchu,-29.21,26.84,64.4,34,0,2.66,ZA,1602705406
215,Santa Cruz de la Sierra,-17.8,-63.17,96.8,39,75,21.92,BO,1602705147
216,Baswa,27.15,76.58,79.03,45,2,3.78,IN,1602705407
217,Libreville,0.39,9.45,78.8,83,40,9.17,GA,1602705408
218,Necochea,-38.55,-58.74,55.0,71,0,11.01,AR,1602705408
219,Ternate,0.8,127.4,80.44,77,100,2.62,ID,1602705409
220,Grindavik,63.84,-22.43,48.2,81,90,27.51,IS,1602705409
221,Los Córdobas,8.89,-76.35,83.73,69,18,5.01,CO,1602705409
222,Bintulu,3.17,113.03,75.2,94,40,3.36,MY,1602705410
223,Hervey Bay,-25.3,152.85,61.0,82,11,8.05,AU,1602705410
224,Sur,22.57,59.53,77.79,44,0,8.88,OM,1602705411
225,Curup,-3.47,102.53,68.18,92,100,0.85,ID,1602705412
226,Thompson,55.74,-97.86,32.0,90,90,17.22,CA,1602705292
227,Trelew,-43.25,-65.31,70.25,19,0,12.73,AR,1602705413
228,Krasnosel'kup,65.7,82.47,27.73,95,0,13.65,RU,1602705413
229,Praia da Vitória,38.73,-27.07,70.0,88,20,4.07,PT,1602705413
230,Denpasar,-8.65,115.22,80.6,88,40,5.82,ID,1602705327
231,Egvekinot,66.32,-179.17,27.72,98,99,6.91,RU,1602705414
232,Mayo,38.89,-76.51,73.99,40,1,6.93,US,1602705353
233,Dmitrovsk-Orlovskiy,52.51,35.15,54.21,63,48,6.87,RU,1602705415
234,Rancho Palos Verdes,33.74,-118.39,87.8,27,5,4.7,US,1602705125
235,Weligama,5.97,80.42,78.69,85,97,12.71,LK,1602705417
236,Saint Paul Harbor,57.79,-152.41,42.8,81,1,4.7,US,1602705171
237,Sibolga,1.74,98.78,77.27,79,100,3.15,ID,1602705418
238,Marystown,47.17,-55.15,55.0,100,39,5.01,CA,1602705418
239,Acurenam,1.03,10.65,68.65,98,93,4.29,GQ,1602705419
240,Aklavik,68.22,-135.01,23.0,79,40,3.62,CA,1602705420
241,Santa Maria,-29.68,-53.81,73.62,64,100,4.99,BR,1602705421
242,Chara,56.91,118.26,17.42,86,53,4.21,RU,1602705421
243,Yulara,-25.24,130.99,60.8,29,0,3.36,AU,1602705421
244,Eyl,7.98,49.82,80.71,77,10,17.36,SO,1602705422
245,Hailar,49.2,119.7,25.48,84,0,6.73,CN,1602705422
246,Tahara,34.67,137.27,64.0,52,45,4.0,JP,1602705423
247,Sittwe,20.15,92.9,80.4,83,87,5.28,MM,1602705423
248,Hualmay,-11.1,-77.61,67.93,68,16,9.06,PE,1602705423
249,Bawku,11.06,-0.24,83.88,63,65,9.48,GH,1602705424
250,Pundaguitan,6.37,126.17,81.03,78,100,9.13,PH,1602705424
251,Nabire,-3.37,135.48,76.44,88,100,2.82,ID,1602705372
252,Guarapari,-20.67,-40.5,82.99,82,77,5.01,BR,1602705425
253,Bonthe,7.53,-12.51,78.73,85,32,9.37,SL,1602705425
254,Isangel,-19.55,169.27,77.18,82,99,8.1,VU,1602705425
255,Vikulovo,56.82,70.61,50.99,60,100,14.32,RU,1602705426
256,Potosí,-19.58,-65.75,50.9,54,100,4.38,BO,1602705383
257,Bījār,35.87,47.61,45.84,44,0,0.54,IR,1602705426
258,Bubaque,11.28,-15.83,82.26,78,41,8.21,GW,1602705427
259,Kamina,-8.74,24.99,69.04,79,0,2.3,CD,1602705427
260,Barra do Garças,-15.89,-52.26,97.18,28,40,3.15,BR,1602705427
261,Pevek,69.7,170.31,33.21,88,100,18.21,RU,1602705427
262,Ol'ga,43.74,135.29,31.55,91,0,5.17,RU,1602705428
263,Achalpur,21.26,77.51,75.15,88,100,8.68,IN,1602705428
264,Turinsk,58.05,63.7,49.35,74,98,10.78,RU,1602705428
265,North Bend,43.41,-124.22,71.01,63,1,8.05,US,1602705428
266,Luba,3.46,8.55,77.0,100,20,4.7,GQ,1602705429
267,Hithadhoo,-0.6,73.08,82.74,76,24,13.47,MV,1602705429
268,Kewanee,41.25,-89.92,79.0,34,30,4.0,US,1602705429
269,Kumul,42.8,93.45,44.92,55,0,11.81,CN,1602705268
270,Bambous Virieux,-20.34,57.76,73.99,83,20,5.82,MU,1602705430
271,Salta,-24.79,-65.41,86.0,27,75,11.41,AR,1602705430
272,Yumen,40.28,97.2,32.11,80,0,3.89,CN,1602705431
273,Talara,-4.58,-81.27,75.2,69,18,11.41,PE,1602705431
274,Umm Kaddadah,13.6,26.69,90.9,12,63,8.14,SD,1602705431
275,Karoi,-16.81,29.69,70.34,66,22,6.76,ZW,1602705432
276,Laguna,38.42,-121.42,89.01,32,1,11.41,US,1602705318
277,Sørland,67.67,12.69,46.4,81,75,14.99,NO,1602705432
278,Port Hardy,50.7,-127.42,50.0,93,75,6.93,CA,1602705433
279,Bilibino,68.05,166.44,22.24,92,100,3.06,RU,1602705433
280,Al Bardīyah,31.76,25.09,71.4,64,0,6.69,LY,1602705433
281,Ürümqi,43.8,87.6,42.8,60,0,2.24,CN,1602705433
282,Riyadh,24.69,46.72,73.4,27,0,4.43,SA,1602705373
283,Bardstown,37.81,-85.47,78.8,26,1,9.17,US,1602705434
284,Fare,-16.7,-151.02,79.52,78,0,12.39,PF,1602705434
285,Khonsa,27.02,95.57,66.27,93,0,3.71,IN,1602705435
286,Ketchikan,55.34,-131.65,48.2,81,40,5.82,US,1602705435
287,Witu,-2.39,40.44,77.23,82,4,8.77,KE,1602705435
288,Yabēlo,4.88,38.08,58.5,92,39,4.14,ET,1602705435
289,Gigmoto,13.78,124.39,79.83,83,100,5.5,PH,1602705436
